Bulk mode; whois.cymru.com [2026-06-11 05:18:09 +0000]
133618  | 103.224.182.208  | 103.224.182.0/23    | AU | apnic    | 2014-01-24 | TRELLIAN-AS-AP - Trellian Pty. Limited, AU
13335   | 2606:4700:3033::ac43:9a88                | 2606:4700:3033::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3033::ac43:9a9c                | 2606:4700:3033::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3033::ac43:b07d                | 2606:4700:3033::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3033::ac43:b203                | 2606:4700:3033::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3033::ac43:b615                | 2606:4700:3033::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3033::ac43:bedc                | 2606:4700:3033::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3033::ac43:caf1                | 2606:4700:3033::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3033::ac43:d6c9                | 2606:4700:3033::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3034::6815:1632                | 2606:4700:3034::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3034::6815:2590                | 2606:4700:3034::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3034::6815:2a74                | 2606:4700:3034::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3034::6815:2d07                | 2606:4700:3034::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3034::6815:3480                | 2606:4700:3034::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3034::6815:4c2f                | 2606:4700:3034::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3034::6815:50dc                | 2606:4700:3034::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3034::6815:50e3                | 2606:4700:3034::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3034::6815:5f88                | 2606:4700:3034::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3034::ac43:9d06                | 2606:4700:3034::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3034::ac43:a2af                | 2606:4700:3034::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3034::ac43:b759                | 2606:4700:3034::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3034::ac43:bfda                | 2606:4700:3034::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3034::ac43:c127                | 2606:4700:3034::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3034::ac43:cf2d                | 2606:4700:3034::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3034::ac43:d6eb                | 2606:4700:3034::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3035::6815:14df                | 2606:4700:3035::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3035::6815:1652                | 2606:4700:3035::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3035::6815:2331                | 2606:4700:3035::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3035::6815:28cb                | 2606:4700:3035::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3035::6815:345d                | 2606:4700:3035::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3035::6815:4615                | 2606:4700:3035::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3035::6815:4d4b                | 2606:4700:3035::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3035::6815:4d6c                | 2606:4700:3035::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3035::6815:4e84                | 2606:4700:3035::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3035::6815:5d4f                | 2606:4700:3035::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3035::6815:6081                | 2606:4700:3035::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3035::ac43:932f                | 2606:4700:3035::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3035::ac43:c787                | 2606:4700:3035::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3036::6815:1444                | 2606:4700:3036::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3036::6815:48e                 | 2606:4700:3036::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3036::6815:5b5f                | 2606:4700:3036::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3036::6815:ccf                 | 2606:4700:3036::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3036::6815:e9d                 | 2606:4700:3036::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3036::ac43:9872                | 2606:4700:3036::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3036::ac43:9e2c                | 2606:4700:3036::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3036::ac43:a269                | 2606:4700:3036::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3036::ac43:a77e                | 2606:4700:3036::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3036::ac43:b380                | 2606:4700:3036::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3036::ac43:b9e1                | 2606:4700:3036::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3036::ac43:bb49                | 2606:4700:3036::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3036::ac43:c80e                | 2606:4700:3036::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3036::ac43:cb79                | 2606:4700:3036::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3036::ac43:cf4d                | 2606:4700:3036::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3036::ac43:cffc                | 2606:4700:3036::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3036::ac43:d5e7                | 2606:4700:3036::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3036::ac43:d9f0                | 2606:4700:3036::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3037::6815:188f                | 2606:4700:3037::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3037::6815:2813                | 2606:4700:3037::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3037::6815:2b63                | 2606:4700:3037::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3037::6815:3398                | 2606:4700:3037::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3037::6815:33cd                | 2606:4700:3037::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3037::6815:3d5a                | 2606:4700:3037::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3037::6815:3f50                | 2606:4700:3037::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3037::6815:4530                | 2606:4700:3037::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3037::6815:4def                | 2606:4700:3037::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3037::6815:510f                | 2606:4700:3037::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3037::6815:5a07                | 2606:4700:3037::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3037::6815:ac                  | 2606:4700:3037::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3037::ac43:9037                | 2606:4700:3037::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3037::ac43:a6d5                | 2606:4700:3037::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3037::ac43:bbaf                | 2606:4700:3037::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3037::ac43:bbed                | 2606:4700:3037::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3037::ac43:c260                | 2606:4700:3037::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3037::ac43:cc59                | 2606:4700:3037::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:3037::ac43:d16c                | 2606:4700:3037::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:440b::6812:2712                | 2606:4700:440b::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700:440b::ac40:94ee                | 2606:4700:440b::/48 | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700::6812:655                      | 2606:4700::/44      | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
13335   | 2606:4700::6812:755                      | 2606:4700::/44      | US | arin     | 2011-11-01 | CLOUDFLARENET - Cloudflare, Inc., US
54113   | 2606:50c0:8000::153                      | 2606:50c0:8000::/48 | US | arin     | 2021-05-19 | FASTLY - Fastly, Inc., US
54113   | 2606:50c0:8001::153                      | 2606:50c0:8001::/48 | US | arin     | 2021-05-19 | FASTLY - Fastly, Inc., US
54113   | 2606:50c0:8002::153                      | 2606:50c0:8002::/48 | US | arin     | 2021-05-19 | FASTLY - Fastly, Inc., US
54113   | 2606:50c0:8003::153                      | 2606:50c0:8003::/48 | US | arin     | 2021-05-19 | FASTLY - Fastly, Inc., US
21499   | 2a00:1169:103:5490::                     | 2a00:1169:100::/40  | DE | ripencc  | 2009-07-27 | GODADDY-SXB - Host Europe GmbH, DE
24940   | 2a01:4f8:10b:1987::1                     | 2a01:4f8::/32       | DE | ripencc  | 2007-10-10 | HETZNER-AS - Hetzner Online GmbH, DE
24940   | 2a01:4f8:13b:2390::2                     | 2a01:4f8::/32       | DE | ripencc  | 2007-10-10 | HETZNER-AS - Hetzner Online GmbH, DE
24940   | 2a01:4f8:1c0c:4109::1                    | 2a01:4f8::/32       | DE | ripencc  | 2007-10-10 | HETZNER-AS - Hetzner Online GmbH, DE
24940   | 2a01:4f8:1c17:4213::1                    | 2a01:4f8::/32       | DE | ripencc  | 2007-10-10 | HETZNER-AS - Hetzner Online GmbH, DE
24940   | 2a01:4f8:252:4568:2::10                  | 2a01:4f8::/32       | DE | ripencc  | 2007-10-10 | HETZNER-AS - Hetzner Online GmbH, DE
24940   | 2a01:4f9:c014:ec71::1                    | 2a01:4f9::/32       | DE | ripencc  | 2007-10-10 | HETZNER-AS - Hetzner Online GmbH, DE
63949   | 2a01:7e00::f03c:93ff:fe41:c149           | 2a01:7e00::/32      | US | ripencc  | 2011-02-01 | AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
42372   | 2a01:d0:a580:2:6e6e:6d2d:636c:7562       | 2a01:d0:8000::/33   | GB | ripencc  | 2006-05-05 | DNETUA-AS - Netassist International EOOD, BG
54113   | 2a04:4e42:200::775                       | 2a04:4e42:200::/48  | US | ripencc  | 2013-07-18 | FASTLY - Fastly, Inc., US
54113   | 2a04:4e42:400::775                       | 2a04:4e42:400::/48  | US | ripencc  | 2013-07-18 | FASTLY - Fastly, Inc., US
54113   | 2a04:4e42:600::775                       | 2a04:4e42:600::/48  | US | ripencc  | 2013-07-18 | FASTLY - Fastly, Inc., US
54113   | 2a04:4e42::775                           | 2a04:4e42::/48      | US | ripencc  | 2013-07-18 | FASTLY - Fastly, Inc., US
215828  | 2a0e:b107:27f9:1011::1                   | 2a0e:b107:27f9::/48 | CH | ripencc  | 2019-05-01 | TMW-Global-Networks - Tizian Maxime Weigt trading as _TMW Global Networks_, DE
215828  | 2a0e:b107:27fe::3                        | 2a0e:b107:27fe::/48 | CH | ripencc  | 2019-05-01 | TMW-Global-Networks - Tizian Maxime Weigt trading as _TMW Global Networks_, DE
215828  | 2a0e:b107:27fe::4                        | 2a0e:b107:27fe::/48 | CH | ripencc  | 2019-05-01 | TMW-Global-Networks - Tizian Maxime Weigt trading as _TMW Global Networks_, DE
51202   | 2a14:6781:1:3f::2                        | 2a14:6781::/32      | DE | ripencc  | 2024-01-09 | NUXOA - NUXOA GmbH, DE
9123    | 31.130.148.209   | 31.130.148.0/24     | RU | ripencc  | 2011-05-02 | TimeWeb-AS - JSC _TIMEWEB_, RU
16509   | 3.113.125.41     | 3.112.0.0/14        | US | arin     | 2017-12-20 | AMAZON-02 - Amazon.com, Inc., US
16509   | 3.114.14.181     | 3.112.0.0/14        | US | arin     | 2017-12-20 | AMAZON-02 - Amazon.com, Inc., US
16509   | 3.175.115.57     | 3.175.112.0/21      | US | arin     | 2018-06-25 | AMAZON-02 - Amazon.com, Inc., US
16509   | 3.175.115.58     | 3.175.112.0/21      | US | arin     | 2018-06-25 | AMAZON-02 - Amazon.com, Inc., US
16509   | 3.175.115.59     | 3.175.112.0/21      | US | arin     | 2018-06-25 | AMAZON-02 - Amazon.com, Inc., US
16509   | 3.175.115.68     | 3.175.112.0/21      | US | arin     | 2018-06-25 | AMAZON-02 - Amazon.com, Inc., US
16509   | 3.33.130.190     | 3.33.128.0/20       | US | arin     | 2017-12-20 | AMAZON-02 - Amazon.com, Inc., US
396982  | 34.159.77.229    | 34.159.0.0/17       | US | arin     | 2021-01-08 | GOOGLE-CLOUD-PLATFORM - Google LLC, US
396982  | 34.168.176.109   | 34.168.128.0/17     | US | arin     | 2021-01-08 | GOOGLE-CLOUD-PLATFORM - Google LLC, US
396982  | 34.175.197.58    | 34.175.128.0/17     | US | arin     | 2021-01-08 | GOOGLE-CLOUD-PLATFORM - Google LLC, US
16509   | 34.250.27.149    | 34.248.0.0/13       | US | arin     | 2016-09-12 | AMAZON-02 - Amazon.com, Inc., US
16509   | 34.254.9.122     | 34.248.0.0/13       | US | arin     | 2016-09-12 | AMAZON-02 - Amazon.com, Inc., US
396982  | 34.82.104.215    | 34.82.96.0/20       | US | arin     | 2018-09-28 | GOOGLE-CLOUD-PLATFORM - Google LLC, US
396982  | 35.185.22.34     | 35.185.16.0/20      | US | arin     | 2016-10-11 | GOOGLE-CLOUD-PLATFORM - Google LLC, US
15169   | 35.213.213.170   | 35.213.192.0/18     | US | arin     | 2017-09-29 | GOOGLE - Google LLC, US
19527   | 35.213.213.170   | 35.213.192.0/18     | US | arin     | 2017-09-29 | GOOGLE-2 - Google LLC, US
16509   | 35.76.144.139    | 35.72.0.0/13        | US | arin     | 2019-04-15 | AMAZON-02 - Amazon.com, Inc., US
16509   | 35.76.84.11      | 35.72.0.0/13        | US | arin     | 2019-04-15 | AMAZON-02 - Amazon.com, Inc., US
16509   | 35.79.252.63     | 35.72.0.0/13        | US | arin     | 2019-04-15 | AMAZON-02 - Amazon.com, Inc., US
58061   | 37.1.207.149     | 37.1.200.0/21       | AE | ripencc  | 2011-12-13 | SCALAXY-AS - Scalaxy B.V., LV
14618   | 3.81.254.172     | 3.80.0.0/12         | US | arin     | 2017-12-20 | AMAZON-AES - Amazon.com, Inc., US
8075    | 40.114.4.103     | 40.112.0.0/13       | US | arin     | 2015-02-23 | MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
198610  | 45.130.41.122    | 45.130.41.0/24      | RU | ripencc  | 2019-07-17 | BEGET-AS - Beget LLC, RU
16509   | 46.137.162.251   | 46.137.128.0/18     | IE | ripencc  | 2010-11-16 | AMAZON-02 - Amazon.com, Inc., US
45102   | 47.79.20.161     | 47.79.16.0/21       | US | arin     | 2016-03-17 | ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
398101  | 50.63.8.49       | 50.63.8.0/22        | US | arin     | 2011-02-02 | GO-DADDY-COM-LLC - GoDaddy.com, LLC, US
16276   | 51.38.52.116     | 51.38.0.0/16        | FR | ripencc  | 1993-09-01 | OVH - OVH SAS, FR
16276   | 51.75.253.15     | 51.75.0.0/16        | FR | ripencc  | 1993-09-01 | OVH - OVH SAS, FR
16276   | 51.89.125.62     | 51.89.0.0/16        | FR | ripencc  | 1993-09-01 | OVH - OVH SAS, FR
16509   | 52.34.183.217    | 52.32.0.0/14        | US | arin     | 1991-12-19 | AMAZON-02 - Amazon.com, Inc., US
16509   | 52.34.219.63     | 52.32.0.0/14        | US | arin     | 1991-12-19 | AMAZON-02 - Amazon.com, Inc., US
16509   | 52.65.168.77     | 52.65.0.0/16        | US | arin     | 1991-12-19 | AMAZON-02 - Amazon.com, Inc., US
16509   | 52.69.158.223    | 52.68.0.0/15        | US | arin     | 1991-12-19 | AMAZON-02 - Amazon.com, Inc., US
16509   | 54.215.31.113    | 54.215.0.0/17       | US | arin     | 2014-10-23 | AMAZON-02 - Amazon.com, Inc., US
16509   | 54.250.140.73    | 54.250.128.0/18     | US | arin     | 2012-03-01 | AMAZON-02 - Amazon.com, Inc., US
16509   | 54.253.94.210    | 54.253.0.0/17       | US | arin     | 2012-03-01 | AMAZON-02 - Amazon.com, Inc., US
198068  | 5.45.119.35      | 5.45.119.0/24       | EE | ripencc  | 2012-05-24 | PAGM-AS - P.A.G.M. OU, EE
16509   | 54.65.228.207    | 54.64.0.0/15        | US | arin     | 2014-06-20 | AMAZON-02 - Amazon.com, Inc., US
14618   | 54.85.87.184     | 54.84.0.0/15        | US | arin     | 2014-06-20 | AMAZON-AES - Amazon.com, Inc., US
47447   | 62.113.234.3     | 62.113.192.0/18     | DE | ripencc  | 2009-04-15 | TTM - 23M GmbH, DE
16509   | 63.34.187.143    | 63.32.0.0/14        | US | arin     | 2018-01-10 | AMAZON-02 - Amazon.com, Inc., US
14415   | 64.209.142.159   | 64.209.142.0/24     | US | arin     | 2000-03-15 | HOSTCOLLECTIVE - Host Collective, Inc., US
14061   | 64.225.10.143    | 64.225.0.0/20       | US | arin     | 2019-08-14 | DIGITALOCEAN-ASN - DigitalOcean, LLC, US
46475   | 64.31.3.237      | 64.31.3.0/24        | US | arin     | 2010-12-27 | LIMESTONENETWORKS - Limestone Networks, Inc., US
3561    | 64.70.19.170     | 64.70.0.0/18        | US | arin     | 2000-03-31 | CENTURYLINK-LEGACY-SAVVIS - CenturyLink Communications, LLC, US
3561    | 64.70.19.203     | 64.70.0.0/18        | US | arin     | 2000-03-31 | CENTURYLINK-LEGACY-SAVVIS - CenturyLink Communications, LLC, US
3561    | 64.70.19.34      | 64.70.0.0/18        | US | arin     | 2000-03-31 | CENTURYLINK-LEGACY-SAVVIS - CenturyLink Communications, LLC, US
3561    | 64.70.78.32      | 64.70.64.0/19       | US | arin     | 2000-03-31 | CENTURYLINK-LEGACY-SAVVIS - CenturyLink Communications, LLC, US
396982  | 67.199.248.12    | 67.199.248.0/24     | US | arin     | 2016-05-31 | GOOGLE-CLOUD-PLATFORM - Google LLC, US
396982  | 67.199.248.13    | 67.199.248.0/24     | US | arin     | 2016-05-31 | GOOGLE-CLOUD-PLATFORM - Google LLC, US
63949   | 74.207.241.245   | 74.207.240.0/20     | US | arin     | 2009-01-14 | AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
16509   | 75.2.120.88      | 75.2.112.0/20       | US | arin     | 2018-01-10 | AMAZON-02 - Amazon.com, Inc., US
16509   | 76.223.105.230   | 76.223.96.0/20      | US | arin     | 2018-01-10 | AMAZON-02 - Amazon.com, Inc., US
16509   | 76.223.54.146    | 76.223.48.0/20      | US | arin     | 2018-01-10 | AMAZON-02 - Amazon.com, Inc., US
16509   | 76.76.21.21      | 76.76.21.0/24       | US | arin     | 2020-05-08 | AMAZON-02 - Amazon.com, Inc., US
44112   | 77.222.62.59     | 77.222.62.0/23      | RU | ripencc  | 2007-04-05 | SWEB-AS - SpaceWeb Ltd, RU
200107  | 77.74.177.56     | 77.74.177.0/24      | CH | ripencc  | 2007-04-24 | KL-EXT - Kaspersky Lab Switzerland GmbH, CH
215828  | 77.90.25.150     | 77.90.25.0/24       | DE | ripencc  | 2007-04-13 | TMW-Global-Networks - Tizian Maxime Weigt trading as _TMW Global Networks_, DE
24940   | 78.46.243.11     | 78.46.0.0/15        | DE | ripencc  | 2007-04-16 | HETZNER-AS - Hetzner Online GmbH, DE
6848    | 84.195.91.189    | 84.192.0.0/13       | BE | ripencc  | 2004-04-21 | TELENET-AS - Telenet BV, BE
31103   | 87.118.100.63    | 87.118.64.0/18      | DE | ripencc  | 2005-10-04 | KEYWEB-AS - Keyweb AG, DE
50340   | 87.242.111.42    | 87.242.110.0/23     | RU | ripencc  | 2005-07-22 | SELECTEL-MSK - JSC Selectel, RU
24940   | 88.99.161.88     | 88.99.0.0/16        | DE | ripencc  | 2005-08-03 | HETZNER-AS - Hetzner Online GmbH, DE
197695  | 89.108.95.153    | 89.108.95.0/24      | RU | ripencc  | 2006-03-20 | AS-REGRU - _Domain names registrar REG.RU_, Ltd, RU
57043   | 89.125.130.33    | 89.125.130.0/24     | AE | ripencc  | 2006-03-08 | HOSTKEY-AS - HOSTKEY B.V., NL
197019  | 89.221.213.45    | 89.221.208.0/20     | CZ | ripencc  | 2006-10-11 | WEDOS - WEDOS Internet, a.s., CZ
51202   | 89.36.32.132     | 89.36.32.0/24       | DE | ripencc  | 2005-11-29 | NUXOA - NUXOA GmbH, DE
206264  | 89.42.231.152    | 89.42.231.0/24      | SC | ripencc  | 2005-11-29 | AMARUTU-TECHNOLOGY - Amarutu Technology Ltd, SC
51520   | 91.194.2.86      | 91.194.2.0/23       | RU | ripencc  | 2007-05-14 | RH - _Datalogika_ Ltd., RU
204436  | 91.197.228.81    | 91.197.228.0/22     | GB | ripencc  | 2007-09-18 | KUALO-AS - Kualo Limited, GB
210079  | 91.201.40.181    | 91.201.40.0/22      | RU | ripencc  | 2007-11-20 | EUROBYTE - EuroByte LLC, RU
21499   | 92.205.213.216   | 92.205.208.0/21     | DE | ripencc  | 2007-10-17 | GODADDY-SXB - Host Europe GmbH, DE
12555   | 93.189.147.78    | 93.189.147.0/24     | RU | ripencc  | 2008-05-02 | IMAQLIQ - Data-center IMAQLIQ Ltd., RU
24940   | 94.130.181.15    | 94.130.0.0/16       | DE | ripencc  | 2008-06-23 | HETZNER-AS - Hetzner Online GmbH, DE
24940   | 94.130.200.163   | 94.130.0.0/16       | DE | ripencc  | 2008-06-23 | HETZNER-AS - Hetzner Online GmbH, DE
43513   | 94.140.115.22    | 94.140.114.0/23     | LV | ripencc  | 2008-12-03 | NANO-AS - Sia Nano IT, LV
197695  | 95.163.244.136   | 95.163.244.0/24     | RU | ripencc  | 2008-12-30 | AS-REGRU - _Domain names registrar REG.RU_, Ltd, RU
32475   | 99.198.113.66    | 99.198.112.0/21     | US | arin     | 2008-08-14 | SINGLEHOP-LLC - Internap Holding LLC, US
16509   | 99.83.235.193    | 99.83.224.0/20      | US | arin     | 2018-01-10 | AMAZON-02 - Amazon.com, Inc., US
